,"('PLANES DE PREVENCIÓN Y REDUCCIÓN DEL RIESGO DE DESASTRES', None)","('DESCARGA', None)"
194,"('Plan de prevención y reducción del riesgo de desastres ante incendios forestales de la región Ancash 2020-2023 (DEPARTAMENTO ANCASH)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/9837/descargar')"
195,"('Plan de prevención y reducción del riesgo de desastres del distrito Alto Selva Alegre 2019-2022 (DISTRITO ALTO SELVA ALEGRE, AREQUIPA, AREQUIPA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/9836/descargar')"
196,"('Plan de prevención y reducción del riesgo de desastres 2019 - 2022 Provincia de Talara (PROVINCIA TALARA, PIURA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/9835/descargar')"
197,"('Plan de prevención y reducción del riesgo de desastres del distrito de San Marcos 2020 - 2022 (DISTRITO SAN MARCOS, HUARI, ANCASH)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/9834/descargar')"
198,"('Plan de prevención y reducción del riesgo de desastres del distrito de Cura Mori 2020 - 2022 (DISTRITO CURA MORI, PIURA, PIURA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/9822/descargar')"
199,"('Plan de prevención y reducción del riesgo de desastres del distrito de Punta Negra 2020 - 2023 (DISTRITO PUNTA NEGRA, LIMA, LIMA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/9833/descargar')"
200,"('Plan de prevención y reducción del riesgo de desastres ante COVID19, distrito de Acopampa 2020-2022 (DISTRITO ACOPAMPA, CARHUAZ, ANCASH)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/9832/descargar')"
201,"('Plan de prevención y reducción del riesgo de desastres del Gobierno Regional Piura 2020-2022 (DEPARTAMENTO PIURA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/9823/descargar')"
202,"('Plan de prevención y reducción del riesgo de desastres 2019 - 2021 Municipalidad Distrital de Cura Mori (DISTRITO CURA MORI, PIURA, PIURA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6211/descargar')"
203,"('Plan de prevención y reducción del riesgo de desastre del distrito de Ayabaca, ante peligros de sequía y movimientos en masa. 2020 - 2023 (DISTRITO AYABACA, AYABACA, PIURA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/9820/descargar')"
204,"('Plan de prevención y reducción del riesgo de desastres de la provincia de Bolognesi 2020 - 2022 (PROVINCIA BOLOGNESI, ANCASH)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/9799/descargar')"
205,"('Plan de prevención y reducción del riesgo de desastres de la ONPE 2020-2022 (NACIONAL PERU)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/9766/descargar')"
206,"('Plan de prevención y reducción del riesgo de desastres de la Costa Verde 2020 - 2023 (Costa Verde, PROVINCIA LIMA, LIMA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/9727/descargar')"
207,"('Plan de prevención y reducción del riesgo de desastres por sismos del distrito de Carmen de la Legua Reynoso 2020 - 2023 (DISTRITO CARMEN DE LA LEGUA REYNOSO, CALLAO, CALLAO)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/9746/descargar')"
208,"('Plan de prevención y reducción del riesgo de desastres del distrito de Yuracmarca 2020 - 2023 (DISTRITO YURACMARCA, HUAYLAS, ANCASH)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/9743/descargar')"
209,"('Plan de prevención y reducción del riesgo de desastres del distrito Santa Rosa al 2022 (DISTRITO SANTA ROSA, LA MAR, AYACUCHO)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/9714/descargar')"
210,"('Plan de prevención y reducción de riesgos de desastres frente a Peligros de Sequias e inundaciones, del distrito de Vichayal, 2020-2022 (DISTRITO VICHAYAL, PAITA, PIURA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/9645/descargar')"
211,"('Plan de prevención y reducción de riesgos de desastres del distrito de Machupicchu al 2022 (DISTRITO MACHUPICCHU, URUBAMBA, CUSCO)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/9660/descargar')"
212,"('Plan de prevención y reducción del riesgo de desastres por sismos 2019-2022. Municipalidad distrital de Santa Anita (DISTRITO SANTA ANITA, LIMA, LIMA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/9643/descargar')"
213,"('Plan de prevención y reducción del riesgo de desastres - Cuenca del Chicama (Cuenca Chicama, DEPARTAMENTO LA LIBERTAD)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/9590/descargar')"
214,"('Plan de prevención y reducción del riesgo de desastres 2020-2022. Municipalidad distrital de Castilla (DISTRITO CASTILLA, PIURA, PIURA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/9589/descargar')"
215,"('Plan de prevención y reducción del riesgo de desastres de la provincia de Carlos Fermín Fitzcarrald 2019 -2022 (PROVINCIA CARLOS FERMIN FITZCARRALD, ANCASH)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/9550/descargar')"
216,"('Plan de Prevención y Reducción del Riesgo de Desastres del Distrito de Pampas Chico 2019-2021 (DISTRITO PAMPAS CHICO, RECUAY, ANCASH)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/9382/descargar')"
217,"('Plan de prevención y reducción del riesgo de desastres de la Provincia de Carhuaz 2018 - 2021 (PROVINCIA CARHUAZ, ANCASH)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6195/descargar')"
218,"('Plan de prevención y reducción del riesgo de desastres por sismo del Callao, 2019 – 2022 (PROVINCIA CALLAO, CALLAO)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/8163/descargar')"
219,"('Plan de prevención y reducción de riesgos de desastres de fuero militar policial, 2020 – 2022 ()', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/8164/descargar')"
220,"('Plan de prevención y reducción de riesgos de desastres distrital de Sachaca, 2019 – 2023 (DISTRITO SACHACA, AREQUIPA, AREQUIPA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/8162/descargar')"
221,"('Plan de prevención y reducción de riesgos de desastres distrital de Florida al 2022 (DISTRITO FLORIDA, BONGARA, AMAZONAS)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/8161/descargar')"
222,"('Plan de prevención y reducción de riesgos de desastres distrital de Villa El Salvador 2019-2022 (DISTRITO VILLA EL SALVADOR, LIMA, LIMA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/8033/descargar')"
223,"('Plan de prevención y reducción del riesgo de desastres de la municipalidad de Santiago de Surco 2020-2022 (DISTRITO SANTIAGO DE SURCO, LIMA, LIMA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/8032/descargar')"
224,"('Plan de prevención y reducción del riesgo de desastres del distrito de Pueblo Libre 2019-2022 (DISTRITO PUEBLO LIBRE, HUAYLAS, ANCASH)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/8031/descargar')"
225,"('Plan de prevención y reducción del riesgo de desastres para el distrito de Ollantaytambo (DISTRITO OLLANTAYTAMBO, URUBAMBA, CUSCO)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/8030/descargar')"
226,"('Plan de prevención y reducción del riesgo de desastres por inundación del río Chillón, tramo distrito de Los Olivos 2019-2022 (Tramo río Chillón, DISTRITO LOS OLIVOS, LIMA, LIMA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/8029/descargar')"
227,"('Plan de prevención y reducción del riesgo de desastres por sismos del distrito de Los Olivos 2019-2022 (DISTRITO LOS OLIVOS, LIMA, LIMA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/8028/descargar')"
228,"('Plan de prevención y reducción del riesgo de desastres del distrito de La Pampa 2019-2021 (DISTRITO LA PAMPA, CORONGO, ANCASH)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/8027/descargar')"
229,"('Plan de prevención y reducción del riesgo de desastre del distrito José Leonardo Ortiz, año 2019-2021 (DISTRITO JOSE LEONARDO ORTIZ, CHICLAYO, LAMBAYEQUE)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/8026/descargar')"
230,"('Plan de prevención y reducción del riesgo de desastre del distrito Huanchaco 2019-2021 (DISTRITO HUANCHACO, TRUJILLO, LA LIBERTAD)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/8025/descargar')"
231,"('Plan de prevención y reducción del riesgo de desastres del distrito de Echarati al 2022 (DISTRITO ECHARATE, LA CONVENCION, CUSCO)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/8024/descargar')"
232,"('Plan de prevención y reducción del riesgo de desastres del distrito de Comas 2019-2022 (DISTRITO COMAS, LIMA, LIMA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/8023/descargar')"
233,"('Plan de prevención y reducción del riesgo de desastres del distrito de Cachimayo al 2021 (DISTRITO CACHIMAYO, ANTA, CUSCO)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/8022/descargar')"
234,"('Plan de prevención y reducción del riesgo de desastres 2019 al 2021 de la región Arequipa (DEPARTAMENTO AREQUIPA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/8017/descargar')"
235,"('Plan de prevención y reducción del riesgo de desastres de la provincia de Asunción, región Ancash 2019-2022 (PROVINCIA ASUNCION, ANCASH)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/7935/descargar')"
236,"('Plan de prevención y reducción del riesgo de desastres de la provincia de Huari 2019-2022 (PROVINCIA HUARI, ANCASH)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/8018/descargar')"
237,"('Plan de prevención y reducción del riesgo de desastres por sismo del distrito de Mi Perú 2019-2022 (DISTRITO MI PERU, CALLAO, CALLAO)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/8019/descargar')"
238,"('Plan de prevención y reducción del riesgo de desastres de la provincia de Morropón 2019-2021 (PROVINCIA MORROPON, PIURA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/8020/descargar')"
239,"('Plan de prevención y reducción del riesgo de desastres de la provincia de Sechura 2019-2022 (PROVINCIA SECHURA, PIURA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/8021/descargar')"
240,"('Plan de prevención y reducción del riesgo de desastres de la provincia de Huaraz 2019-2021 Región Áncash (PROVINCIA HUARAZ, ANCASH)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/7937/descargar')"
241,"('Plan de prevención y reducción del riesgo de desastres del distrito de Cátac 2019-2022 (DISTRITO CATAC, RECUAY, ANCASH)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/7936/descargar')"
242,"('Plan de Prevención y Reducción del Riesgo de Desastres del distrito de La Victoria 2019 – 2021 (DISTRITO LA VICTORIA, LIMA, LIMA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/7693/descargar')"
243,"('Plan de prevención y reducción del riesgo de desastre del distrito de Punta Hermosa 2019- 2022 (DISTRITO PUNTA HERMOSA, LIMA, LIMA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/7683/descargar')"
244,"('Plan de Prevención y Reducción de Riesgo de Desastres del distrito de Carabayllo 2019 - 2022 (DISTRITO CARABAYLLO, LIMA, LIMA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/7712/descargar')"
245,"('Plan de prevención y reducción de riesgos de desastres de la provincia de Casma 2019 - 2021 (PROVINCIA CASMA, ANCASH)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/7681/descargar')"
246,"('Plan de prevención y reducción del riesgo de desastres de Lima Metropolitana 2019-2022 (PROVINCIA LIMA, LIMA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/7679/descargar')"
247,"('Plan de prevención y reducción del riesgo de desastres de la provincia de Pomabamba, región Ancash 2019-2021 (PROVINCIA POMABAMBA, ANCASH)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/7676/descargar')"
248,"('Plan de prevención y reducción del riesgo de desastres de la provincia de Huaylas, región Ancash 2019-2021 (PROVINCIA HUAYLAS, ANCASH)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/7650/descargar')"
249,"('Plan de prevención y reducción del riesgo de desastres al 2021, Departamento de Apurímac (DEPARTAMENTO APURIMAC)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/4570/descargar')"
250,"('Plan de prevención y reducción del riesgo de desastres al 2021 de la provincia de Chincheros, departamento de Apurímac. (PROVINCIA CHINCHEROS, APURIMAC)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/5570/descargar')"
251,"('Plan de prevención y reducción del riesgo de desastres de la municipalidad distrital de Kimbiri 2019 al 2022 (DISTRITO KIMBIRI, LA CONVENCION, CUSCO)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/7215/descargar')"
252,"('Plan de prevención y reducción del riesgo de desastres del distrito de Independencia, provincia Huaraz, región Ancash 2019 - 2021 (DISTRITO INDEPENDENCIA, HUARAZ, ANCASH)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/7072/descargar')"
253,"('Plan de Prevención y Reducción del Riesgo de Desastres por Inundación y Erosión Fluvial en la región San Martín 2017-2021 (DEPARTAMENTO SAN MARTIN)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/3052/descargar')"
254,"('Plan de prevención y reducción del riesgo de desastres Puno al 2021 (DEPARTAMENTO PUNO)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/3804/descargar')"
255,"('Plan de prevención y reducción del riesgo de desastres de la subcuenca Quillcay 2018-2021 (SUBCUENCA QUILLCAY, DISTRITO INDEPENDENCIA, HUARAZ, ANCASH)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/4592/descargar')"
256,"('Plan de prevención y reducción del riesgo de desastres PPRRD - Distrito de Megantoni al 2021 (DISTRITO MEGANTONI, LA CONVENCION, CUSCO)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6679/descargar')"
257,"('Plan de prevención y reducción del riesgo de desastres del distrito de Cerro Colorado 2019 - 2026 (DISTRITO CERRO COLORADO, AREQUIPA, AREQUIPA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6216/descargar')"
258,"('Plan de prevención y reducción del riesgo de desastres PPRRD - Distrito de Surquillo 2019 - 2022 (DISTRITO SURQUILLO, LIMA, LIMA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6680/descargar')"
259,"('Plan de prevención y reducción del riesgo de desastres de la Provincia Paucartambo al 2021 (PROVINCIA PAUCARTAMBO, CUSCO)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6669/descargar')"
260,"('Plan de prevención y reducción del riesgo de desastres PPRRD - Distrito de La arena 2019 - 2021 (DISTRITO LA ARENA, PIURA, PIURA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6670/descargar')"
261,"('Plan de prevención y reducción del riesgo de desastres PPRRD - Distrito de Jangas 2019 - 2021 (DISTRITO JANGAS, HUARAZ, ANCASH)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6668/descargar')"
262,"('Plan de prevención y reducción del riesgo de desastres de la Provincia de Aija 2019 – 2021 (PROVINCIA AIJA, ANCASH)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6667/descargar')"
263,"('Plan de prevención y reducción del riesgo de desastres 2019 - 2021 Municipalidad Distrital de Catacaos (DISTRITO CATACAOS, PIURA, PIURA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6212/descargar')"
264,"('Plan de prevención y reducción del riesgo de desastres del distrito de Chimbote - Provincia del Santa 2018 - 2020 (DISTRITO CHIMBOTE, SANTA, ANCASH)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6225/descargar')"
265,"('Plan de prevención y reducción del riesgo de desastres del distrito de Pacasmayo 2019 - 2021 (DISTRITO PACASMAYO, PACASMAYO, LA LIBERTAD)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6214/descargar')"
266,"('Plan de prevención y reducción del riesgo de desastres de la ONPE 2019-2021 (NACIONAL PERU)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6183/descargar')"
267,"('Plan de prevención y reducción del riesgo de desastres de la Provincia de Lambayeque 2019 - 2021 (PROVINCIA LAMBAYEQUE, LAMBAYEQUE)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6189/descargar')"
268,"('Plan de prevención y reducción del riesgo de desastres al 2021 - Municipalidad Provincial La Convención (PROVINCIA LA CONVENCION, CUSCO)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6194/descargar')"
269,"('Plan de prevención y reducción del riesgo de desastres Yungay 2018 -2021 (PROVINCIA YUNGAY, ANCASH)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6196/descargar')"
270,"('Plan de prevención y reducción del riesgo de desastres de la Provincia de Trujillo 2018 - 2021 (PROVINCIA TRUJILLO, LA LIBERTAD)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6188/descargar')"
271,"('Plan de prevención y reducción del riesgo de desastres al 2021 - Municipalidad Provincial de Piura (PROVINCIA PIURA, PIURA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6186/descargar')"
272,"('Plan de prevención y reducción del riesgo de desastres de la Provincia de Paruro al 2021 (PROVINCIA PARURO, CUSCO)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6191/descargar')"
273,"('Plan de prevención y reducción del riesgo de desastres de la Provincia de Paita 2019 - 2021 (PROVINCIA PAITA, PIURA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6187/descargar')"
274,"('Plan de prevención y reducción del riesgo de desastres al 2021 - Municipalidad Provincial de Andahuaylas (PROVINCIA ANDAHUAYLAS, APURIMAC)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6193/descargar')"
275,"('Plan de prevención y reducción del riesgo de desastres de la Provincia de Abancay al 2021 (PROVINCIA ABANCAY, APURIMAC)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6192/descargar')"
276,"('Plan de Prevención y Reducción del Riesgo de Desastres del distrito de San Isidro 2019 – 2021 (DISTRITO SAN ISIDRO, LIMA, LIMA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6239/descargar')"
277,"('Plan de Prevencion y Reduccion del riesgo de desastres para el distrito de Tupac Amaru Inca (DISTRITO TUPAC AMARU INCA, PISCO, ICA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/2144/descargar')"
278,"('Plan de prevención y reducción del riesgo de desastres 2019 - 2021 - Gobierno Regional de Ucayali (DEPARTAMENTO UCAYALI)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6305/descargar')"
279,"('Plan de prevención y reducción del riesgo de desastres 2018 - 2021 - Municipalidad Distrital de Chaclacayo (DISTRITO CHACLACAYO, LIMA, LIMA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6202/descargar')"
280,"('Plan de prevención y reducción del riesgo de desastres del Centro Vacacional Huampaní – 2019-2021, Chosica - Lurigancho (CENTRO VACACIONAL HUAMPANÍ, LURIGANCHO, LIMA, LIMA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6496/descargar')"
281,"('Plan de prevención y reducción del riesgo de desastres de la Provincia de Tumbes 2018 - 2021 (PROVINCIA TUMBES, TUMBES)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6495/descargar')"
282,"('Plan de prevención y reducción del riesgo de desastres de la Municipalidad Distrital de El Algarrobal 2019 - 2022 (DISTRITO EL ALGARROBAL, ILO, MOQUEGUA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6220/descargar')"
283,"('Plan de prevención y reducción del riesgo de desastres 2018 - 2021 Distrito de Independencia (DISTRITO INDEPENDENCIA, LIMA, LIMA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6218/descargar')"
284,"('Plan de prevención y reducción del riesgo de desastres 2019 - 2022 Municipalidad Distrital de Yanahuara (DISTRITO YANAHUARA, AREQUIPA, AREQUIPA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6217/descargar')"
285,"('Plan de prevención y reducción del riesgo de desastres de Huayopata al 2021 (DISTRITO HUAYOPATA, LA CONVENCION, CUSCO)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6215/descargar')"
286,"('Plan de prevención y reducción del riesgo de desastres del distrito El Porvenir 2019 - 2021 (DISTRITO EL PORVENIR, TRUJILLO, LA LIBERTAD)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6213/descargar')"
287,"('Plan de prevención y reducción del riesgo de desastres 2018 -2021 - Distrito Tambogrande (DISTRITO TAMBO GRANDE, PIURA, PIURA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6210/descargar')"
288,"('Plan de prevención y reducción del riesgo de desastres - San Martín de Porres (DISTRITO SAN MARTIN DE PORRES, LIMA, LIMA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6209/descargar')"
289,"('Plan de prevención y reducción del riesgo de desastres - PPRRD 2018 - 2021 Distrito de La Punta - Callao (DISTRITO LA PUNTA, CALLAO, CALLAO)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6207/descargar')"
290,"('Plan de prevención y reducción del riesgo de desastres 2018 - 2021 Distrito de Breña (DISTRITO BREÑA, LIMA, LIMA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6206/descargar')"
291,"('Plan de prevención y reducción del riesgo de desastres 2018 - 2021 Distrito Lince (DISTRITO LINCE, LIMA, LIMA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6204/descargar')"
292,"('Plan de prevención y reducción del riesgo de desastres 2019 - 2022 Municipalidad Provincial de Moyobamba (PROVINCIA MOYOBAMBA, SAN MARTIN)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6203/descargar')"
293,"('Plan de prevención y reducción del riesgo de desastres del Distrito de Ate 2018 - 2021 (DISTRITO ATE, LIMA, LIMA)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6201/descargar')"
294,"('Plan de prevención y reducción del riesgo de desastres de la Provincia de Mariscal Luzuriaga 2018 - 2021 (PROVINCIA MARISCAL LUZURIAGA, ANCASH)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6198/descargar')"
295,"('Plan de prevención y reducción del riesgo de desastres de la Provincia de Recuay 2018 - 2021 (PROVINCIA RECUAY, ANCASH)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6197/descargar')"
296,"('Plan de prevención y reducción del riesgo de desastres - Municipalidad Provincial de Calca (PROVINCIA CALCA, CUSCO)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6190/descargar')"
297,"('Plan de prevención y reducción del riesgo de desastres de la Región Ancash (DEPARTAMENTO ANCASH)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6184/descargar')"
298,"('Plan de prevención y reducción del riesgo de desastres del Gobierno Regional Amazonas 2019-2021 (DEPARTAMENTO AMAZONAS)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/6185/descargar')"
299,"('Plan de prevención y reducción de riesgos de desastres de la región Madre de Dios al 2021 (DEPARTAMENTO MADRE DE DIOS)', None)","('', 'https://sigrid.cenepred.gob.pe/sigridv3/documento/5170/descargar')"
